% Version 1.00
%
%freq[Hz];re:Trc1_S21;im:Trc1_S21;re:Trc2_S12;im:Trc2_S12;
2.480000000000000E+009,-4.717363917734474E-004,2.028580347541720E-004,-5.617687711492181E-004,2.014805504586548E-004,
2.480033333333334E+009,-4.807417863048613E-004,1.266994804609567E-004,-4.750108637381345E-004,2.745276433415711E-004,
2.480066666666667E+009,-4.831931146327406E-004,1.392665144521743E-004,-6.218617781996727E-004,1.342944888165221E-004,
2.480100000000000E+009,-7.102848612703383E-004,1.450832060072571E-004,-5.640494637191296E-004,1.589644089108333E-004,
2.480133333333334E+009,-5.847857682965696E-004,2.610230003483594E-004,-5.511709023267031E-004,2.869653399102390E-004,
2.480166666666667E+009,-5.697230808436871E-004,1.420118787791580E-004,-4.850620462093502E-004,1.580660027684644E-004,
2.480200000000000E+009,-4.882619832642376E-004,2.995008835569024E-004,-5.700450274161995E-004,2.940896956715733E-004,
2.480233333333334E+009,-3.977984306402504E-004,2.228588855359703E-004,-3.523715131450445E-004,1.718954736134037E-004,
2.480266666666667E+009,-3.212175215594471E-004,3.534852003213018E-004,-5.295600858516991E-004,2.928331086877734E-004,
2.480300000000000E+009,-5.191147211007774E-004,1.403421338181943E-004,-3.336504742037505E-004,3.096737782470882E-004,
2.480333333333334E+009,-4.153287736698985E-004,3.337920934427530E-004,-5.720360204577446E-004,3.447990457061678E-004,
2.480366666666667E+009,-4.038735642097890E-004,2.543952141422778E-004,-3.875368856824935E-004,3.377477405592799E-004,
2.480400000000000E+009,-3.086205688305199E-004,2.993541420437396E-004,-4.933455493301153E-004,3.621660580392927E-004,
2.480433333333334E+009,-3.940397582482547E-004,5.023333942517638E-004,-4.922248772345483E-004,3.279410011600703E-004,
2.480466666666667E+009,-4.327732603996992E-004,3.866537881549448E-004,-4.458478942979127E-004,4.257420659996569E-004,
2.480500000000000E+009,-3.412463411223143E-004,4.016614984720945E-004,-4.049924900755286E-004,4.846738593187183E-004,
2.480533333333334E+009,-4.438843461684883E-004,3.016256960108876E-004,-4.870117700193077E-004,4.547502903733403E-004,
2.480566666666667E+009,-4.439832118805498E-004,4.671506758313626E-004,-4.969257279299200E-004,3.386813623365015E-004,
2.480600000000000E+009,-3.588272084016353E-004,3.707067517098039E-004,-4.042630607727915E-004,3.553927526809275E-004,
2.480633333333334E+009,-4.120827070437372E-004,5.899841780774295E-004,-3.589329135138542E-004,4.922181833535433E-004,
2.480666666666667E+009,-4.020325141027570E-004,2.904655411839485E-004,-4.144452977925539E-004,4.643913707695901E-004,
2.480700000000000E+009,-3.489149094093591E-004,4.222014977131039E-004,-4.604905552696437E-004,4.097606579307467E-004,
2.480733333333334E+009,-3.677583881653845E-004,3.478499420452863E-004,-4.495110479183495E-004,4.682110738940537E-004,
2.480766666666667E+009,-3.242972597945482E-004,3.132794226985425E-004,-3.577405877877027E-004,4.381200415082276E-004,
2.480800000000000E+009,-3.095451393164694E-004,3.397941763978452E-004,-3.919665759894997E-004,5.235146963968873E-004,
2.480833333333334E+009,-4.297363630030304E-004,4.171126929577440E-004,-3.476187703199685E-004,5.388878053054214E-004,
2.480866666666667E+009,-3.954250423703343E-004,4.388962406665087E-004,-3.169149567838758E-004,5.163031164556742E-004,
2.480900000000000E+009,-3.373901417944580E-004,4.063849046360701E-004,-3.588890831451863E-004,4.761285381391645E-004,
2.480933333333334E+009,-4.782123432960361E-004,4.532793827820569E-004,-3.611519059631974E-004,6.283571128733456E-004,
2.480966666666667E+009,-4.189297615084797E-004,4.423809004947543E-004,-3.703288384713233E-004,4.119856457691640E-004,
2.481000000000000E+009,-4.042902728542686E-004,3.133029968012124E-004,-2.590182120911777E-004,3.559463075362146E-004,
2.481033333333334E+009,-2.864113193936646E-004,5.103519069962204E-004,-4.560867964755744E-004,5.072936182841659E-004,
2.481066666666667E+009,-3.594963054638356E-004,4.407742235343903E-004,-2.572394150774926E-004,5.384199903346598E-004,
2.481100000000000E+009,-3.269183798693121E-004,3.764214052353054E-004,-3.193216689396650E-004,4.573758051265031E-004,
2.481133333333334E+009,-3.018773277290165E-004,4.013609141111374E-004,-2.254752034787089E-004,5.406247219070792E-004,
2.481166666666667E+009,-2.385177940595895E-004,4.761145683005452E-004,-2.989901113323867E-004,5.468165036290884E-004,
2.481200000000000E+009,-2.214909764006734E-004,4.799173329956830E-004,-1.973015314433724E-004,4.291188379283994E-004,
2.481233333333334E+009,-4.325767513364554E-004,4.029778356198221E-004,-2.494364453013986E-004,4.404386272653937E-004,
2.481266666666667E+009,-3.657427441794425E-004,6.414364906959236E-004,-2.179903967771679E-004,4.817498265765607E-004,
2.481300000000000E+009,-1.738827413646504E-004,4.362988402135670E-004,-2.773262094706297E-004,4.702514852397144E-004,
2.481333333333334E+009,-3.029192739631981E-004,4.576156497932971E-004,-3.181106294505298E-004,4.796380817424506E-004,
2.481366666666667E+009,-3.400869318284094E-004,3.562642668839544E-004,-1.613429631106556E-004,4.222269053570926E-004,
2.481400000000000E+009,-2.833300677593797E-004,6.583947688341141E-004,-2.970195200759918E-004,4.479901108425111E-004,
2.481433333333334E+009,-1.352767721982673E-004,4.666041932068765E-004,-2.476569497957826E-004,4.023609799332917E-004,
2.481466666666667E+009,-1.662386639509350E-004,3.737916413228959E-004,-2.965179155580699E-004,3.852101508527994E-004,
2.481500000000000E+009,-1.618110254639760E-004,3.922727773897350E-004,-1.990986929740757E-004,4.202789277769625E-004,
2.481533333333334E+009,-2.156531263608486E-004,2.923917490988970E-004,-2.385532716289163E-004,3.189905546605587E-004,
2.481566666666667E+009,-1.410454424330965E-004,3.457400016486645E-004,-1.730885269353166E-004,4.128481959924102E-004,
2.481600000000000E+009,-1.166408837889321E-004,3.824420855380595E-004,-2.542904694564641E-004,4.202459240332246E-004,
2.481633333333334E+009,-2.509484183974564E-004,3.871364169754088E-004,-1.875377347460017E-004,3.136817831546068E-004,
2.481666666666667E+009,-2.160433505196124E-004,3.834889794234186E-004,-3.610258572734892E-004,4.072363662999123E-004,
2.481700000000000E+009,-1.933486346388236E-004,5.197906866669655E-004,-3.512532857712358E-004,4.960166988894343E-004,
2.481733333333334E+009,-1.816663134377450E-004,4.328211070969701E-004,-2.306570386281237E-004,2.781042712740600E-004,
2.481766666666667E+009,-1.368589000776410E-004,4.578586958814412E-004,-2.645210770424455E-004,2.740233903750777E-004,
2.481800000000000E+009,-2.426179999019951E-004,4.922734224237502E-004,-2.316806057933718E-004,4.254056548234075E-004,
2.481833333333334E+009,-1.445960806449875E-004,2.998381387442350E-004,-2.490718034096062E-004,5.630706436932087E-004,
2.481866666666667E+009,-9.025270992424339E-005,4.832697741221637E-004,-2.296255406690761E-004,5.500989500433207E-004,
2.481900000000000E+009,-1.121848326874897E-004,4.589907184708864E-004,-1.153130360762589E-004,3.097189473919570E-004,
2.481933333333334E+009,-1.481298677390441E-004,5.923489807173610E-004,-3.893854955094867E-005,5.106656462885439E-004,
2.481966666666667E+009,-9.661947115091607E-005,3.553592541720718E-004,-2.233064151369035E-004,5.755730671808124E-004,
2.482000000000000E+009,3.294542693765834E-005,5.085986340418458E-004,-2.032595657510683E-004,4.203073331154883E-004,
2.482033333333334E+009,-1.957011118065566E-004,5.329115665517747E-004,-2.335155440960079E-004,5.056308582425118E-004,
2.482066666666667E+009,-7.220643601613119E-005,5.871198954991996E-004,-1.546064449939877E-004,5.961285205557942E-004,
2.482100000000000E+009,8.805577817838639E-005,3.957788867410272E-004,-1.047206533257850E-004,4.727670457214117E-004,
2.482133333333334E+009,-1.615477085579187E-004,5.542580620385706E-004,-3.032227505173069E-005,4.150730383116752E-004,
2.482166666666667E+009,-5.560254794545472E-005,5.747276009060442E-004,-1.061232251231559E-004,6.068969378247857E-004,
2.482200000000000E+009,-9.305771300205379E-007,5.158743588253856E-004,-7.305395411094651E-005,5.744830705225468E-004,
2.482233333333334E+009,-1.326298079220578E-004,4.103443643543869E-004,-1.633063948247582E-004,5.708526587113738E-004,
2.482266666666667E+009,-3.424936585361138E-005,5.592486704699695E-004,4.543985050986521E-005,5.069881444796920E-004,
2.482300000000000E+009,-9.445817704545334E-005,6.866116891615093E-004,-3.309003295726143E-005,4.598044615704566E-004,
2.482333333333334E+009,-3.093947088927962E-005,5.346106481738389E-004,-1.698036503512412E-004,6.142529891803861E-004,
2.482366666666667E+009,-2.165444493584801E-005,5.024817655794323E-004,-5.649947706842795E-005,5.543183069676161E-004,
2.482400000000000E+009,4.333810284151696E-005,6.201871437951922E-004,5.963864532532170E-005,5.142187001183629E-004,
2.482433333333334E+009,1.426779926987365E-004,5.413893959484994E-004,5.926083758822642E-006,5.033195484429598E-004,
2.482466666666667E+009,-3.572787682060152E-005,5.393395549617708E-004,-1.521421945653856E-004,6.348041933961213E-004,
2.482500000000000E+009,-8.710318070370704E-006,4.772210377268493E-004,-4.831562910112552E-005,4.349571536295116E-004,
2.482533333333334E+009,-3.671072408906184E-005,5.806075641885400E-004,4.139263546676375E-005,6.035335827618837E-004,
2.482566666666667E+009,-1.973140388145112E-005,4.808675148524344E-004,6.006843250361271E-005,4.651612252928317E-004,
2.482600000000000E+009,9.296533971792087E-005,6.177991162985563E-004,-2.478220267221332E-005,5.747473333030939E-004,
2.482633333333334E+009,7.166220711951610E-006,4.327314381953329E-004,1.392126578139141E-004,4.731625376734883E-004,
2.482666666666667E+009,-6.248685531318188E-005,4.429648688528687E-004,2.683147249626927E-005,4.679361009038985E-004,
